epoch,acc,loss,lr,val_acc,val_loss
0,0.9077970385551453,nan,1e-04,0.908233106136322,nan
1,0.5457061529159546,nan,1e-04,0.908233106136322,nan
2,0.5457061529159546,nan,1e-04,0.908233106136322,nan
3,0.5457061529159546,nan,5e-05,0.908233106136322,nan
4,0.5457061529159546,nan,5e-05,0.908233106136322,nan
5,0.5457061529159546,nan,5e-05,0.908233106136322,nan
